Wall time,Step,Value
1663263833.7176828,1,9.5
1663263833.911773,2,7.625
1663263834.1180534,3,7.666666507720947
1663263834.310359,4,7.3125
1663263834.5028152,5,7.5
1663263834.7137702,6,7.083333492279053
1663263834.917147,7,6.5
1663263835.121653,8,6.5
1663263835.312188,9,7.138888835906982
1663263835.5160434,10,6.824999809265137
1663263835.7098646,11,6.636363506317139
1663263835.9112873,12,6.708333492279053
1663263836.0920036,13,6.403846263885498
1663263836.2905898,14,6.3035712242126465
1663263836.4976046,15,6.366666793823242
1663263836.6879427,16,6.15625
1663263836.888497,17,6.220588207244873
1663263837.0873456,18,6.458333492279053
1663263837.2825246,19,6.710526466369629
1663263837.4875228,20,6.724999904632568
1663263837.6986978,21,7.095238208770752
1663263837.902537,22,7.659090995788574
1663263838.1016486,23,7.630434989929199
1663263838.291396,24,7.583333492279053
1663263838.4913595,25,7.650000095367432
1663263838.6858716,26,7.54807710647583
1663263838.8784566,27,7.3240742683410645
1663263839.0725443,28,7.4375
1663263839.2816231,29,7.525862216949463
1663263839.4780607,30,7.400000095367432
1663263839.6880133,31,7.4919352531433105
1663263839.8863554,32,7.6328125
1663263840.0884242,33,7.886363506317139
1663263840.2698576,34,7.713235378265381
1663263840.4704905,35,7.550000190734863
1663263840.6718774,36,7.5625
1663263840.8671913,37,7.405405521392822
1663263841.0641422,38,7.315789699554443
1663263841.2676592,39,7.339743614196777
1663263841.4919293,40,7.431250095367432
1663263841.7038305,41,7.445121765136719
1663263841.8920622,42,7.363095283508301
1663263842.0761359,43,7.220930099487305
1663263842.2807286,44,7.153409004211426
1663263842.4994967,45,7.199999809265137
1663263842.6937609,46,7.157608509063721
1663263842.8975027,47,7.170212745666504
1663263843.0845535,48,7.171875
1663263843.2842927,49,7.2295918464660645
1663263843.4931405,50,7.179999828338623
1663263851.3584,51,7.179999828338623
1663263851.5575068,52,7.139999866485596
1663263851.7601435,53,7.065000057220459
1663263851.9677398,54,7.03000020980835
1663263852.1698244,55,7.085000038146973
1663263852.3697202,56,7.15500020980835
1663263852.570176,57,7.15500020980835
1663263852.7922523,58,7.159999847412109
1663263853.001141,59,7.170000076293945
1663263853.1988502,60,7.175000190734863
1663263853.398177,61,7.260000228881836
1663263853.6106448,62,7.255000114440918
1663263853.831685,63,7.235000133514404
1663263854.0258145,64,7.465000152587891
1663263854.2309077,65,7.414999961853027
1663263854.4166543,66,7.534999847412109
1663263854.6235876,67,7.534999847412109
1663263854.8379254,68,7.465000152587891
1663263855.0327945,69,7.315000057220459
1663263855.2246308,70,7.304999828338623
1663263855.4342773,71,7.239999771118164
