Wall time,Step,Value
1663057072.090557,0,0.05554097518324852
1663057082.337554,1,0.05351727455854416
1663057091.879593,2,0.05318674445152283
1663057101.470046,3,0.05316314101219177
1663057111.249733,4,0.053138911724090576
1663057120.617203,5,0.05310565233230591
1663057130.09564,6,0.05306278541684151
1663057139.461566,7,0.05301890894770622
1663057148.851086,8,0.05297816917300224
1663057158.188732,9,0.052941180765628815
1663057167.536836,10,0.052907295525074005
1663057177.127028,11,0.05287349224090576
1663057186.696317,12,0.05284029617905617
1663057196.327029,13,0.052808500826358795
1663057205.71735,14,0.05277397483587265
1663057215.283082,15,0.052737489342689514
1663057225.074545,16,0.05270017683506012
1663057234.278709,17,0.052656568586826324
1663057244.226796,18,0.05261499807238579
1663057253.719923,19,0.05256911739706993
1663057263.21327,20,0.05251849442720413
